TECH;CLASS;PRECISION;RECALL;F1
Kush;http://telegraphis.net/ontology/geography/geography#capital;1;0.952380952;0.975609756
Kush;http://tdg.org/vocabularies/dblp_src#name;1;0.2;0.333333333
Kush;http://schema.org/title;0.9342723;0.563739377;0.703180212
Kush;http://www.okkam.org/ontology/restaurant2.owl#street;1;0.952380952;0.975609756
Kush;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1;1;1
Kush;http://xmlns.com/foaf/0.1/familyName;1;0.047619048;0.090909091
Kush;http://schema.org/city;1;0.047619048;0.090909091
Kush;http://www.okkam.org/ontology/restaurant2.owl#name;1;0.095238095;0.173913043
Kush;http://www.geonames.org/ontology#CountryCode;1;0.047619048;0.090909091
Kush;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
Kush;http://www.geonames.org/ontology#population;1;0.047619048;0.090909091
Kush;http://schema.org/email;1;1;1
Kush;http://www.aktors.org/ontology/portal#has-telephone-number;1;0.0625;0.117647059
Kush;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
Kush;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;1;0.047619048;0.090909091
Kush;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;1;0.047619048;0.090909091
Kush;http://www.w3.org/2000/01/rdf-schema#label;1;0.169014085;0.289156627
Kush;micro;0.342627346;0.342627346;0.342627346
Kush;macro;0.968978506;0.352878026;0.517349976
Kush;http://schema.org/date;1;1;1
Kush;http://www.aktors.org/ontology/portal#has-grant-value;0.954545455;1;0.976744186
Kush;http://www.aktors.org/ontology/portal#month-of;1;0.024390244;0.047619048
Kush;http://schema.org/year;1;0.003773585;0.007518797
Kush;http://purl.org/NET/c4dm/timeline.owl#end;1;0.090909091;0.166666667
Kush;http://www.aktors.org/ontology/portal#has-email-address;1;0.8;0.888888889
Kush;http://xmlns.com/foaf/0.1/name;1;0.047619048;0.090909091
Kush;http://edubase.rkbexplorer.com/id/ISPRIMARY;1;0.047619048;0.090909091
Kush;none;1;1;1
Kush;http://xmlns.com/foaf/0.1/page;1;1;1
Kush;http://edubase.rkbexplorer.com/id/TOWN;1;0.047619048;0.090909091
Kush;http://www.aktors.org/ontology/portal#year-of;1;0.024390244;0.047619048
Kush;http://schema.org/cfdaNumber;1;1;1
Kush;http://purl.org/NET/c4dm/timeline.owl#start;1;0.090909091;0.166666667
Kush;http://tdg.org/vocabularies/dblp_src#publishedIn;1;0.095238095;0.173913043
Kush;http://schema.org/dunsNumber;1;0.047619048;0.090909091
Kush;http://tdg.org/vocabularies/dblp/src#title;1;0.047619048;0.090909091
Kush;http://purl.org/dc/terms/title;0.015873016;1;0.03125
Kush;http://xmlns.com/foaf/0.1/givenName;1;0.047619048;0.090909091
Kush;http://www.aktors.org/ontology/portal#has-ISBN-number;1;0.111111111;0.2
Kush;http://xmlns.com/foaf/0.1/homepage;0.954545455;1;0.976744186
Kush;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
Kush;http://schema.org/awardAgencyCode;1;0.047619048;0.090909091
Kush;http://tdg.org/vocabularies/dblp_src#date;1;0.047619048;0.090909091
Kush;http://www.aktors.org/ontology/portal#has-title;1;0.111111111;0.2
Kush;http://edubase.rkbexplorer.com/id/SCHNAME;1;0.047619048;0.090909091
Kush;http://schema.org/transType;1;0.047619048;0.090909091
Kush;http://www.aktors.org/ontology/support#has-pretty-name;1;0.111111111;0.2
Kush;http://schema.org/phone;1;0.047619048;0.090909091
Kush;http://schema.org/name;1;0.024390244;0.047619048
Kush;http://www.okkam.org/ontology/restaurant2.owl#city;0.5;0.047619048;0.086956522
Kush;http://www.aktors.org/ontology/portal#full-name;1;0.066666667;0.125
Kush;http://www.geonames.org/ontology#name;1;0.047619048;0.090909091
Kush;http://edubase.rkbexplorer.com/id/TELNUM;1;0.047619048;0.090909091
Kush;http://www.aktors.org/ontology/portal#has-grant-reference;1;1;1
Kush;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;1;1
Kush;http://www.aktors.org/ontology/portal#day-of;1;0.024390244;0.047619048
Kush;http://telegraphis.net/ontology/geography/geography#capital;1;0.952380952;0.975609756
Kush;http://tdg.org/vocabularies/dblp_src#name;1;0.2;0.333333333
Kush;http://schema.org/title;0.929487179;0.50877193;0.657596372
Kush;http://www.okkam.org/ontology/restaurant2.owl#street;1;0.904761905;0.95
Kush;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1;1;1
Kush;http://xmlns.com/foaf/0.1/familyName;1;0.047619048;0.090909091
Kush;http://schema.org/city;1;0.047619048;0.090909091
Kush;http://www.okkam.org/ontology/restaurant2.owl#name;0.291666667;0.333333333;0.311111111
Kush;http://www.geonames.org/ontology#CountryCode;1;0.047619048;0.090909091
Kush;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
Kush;http://www.geonames.org/ontology#population;1;0.047619048;0.090909091
Kush;http://schema.org/email;1;1;1
Kush;http://www.aktors.org/ontology/portal#has-telephone-number;1;0.066666667;0.125
Kush;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
Kush;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;1;0.047619048;0.090909091
Kush;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;1;0.047619048;0.090909091
Kush;http://www.w3.org/2000/01/rdf-schema#label;1;0.154929577;0.268292683
Kush;micro;0.278616352;0.278616352;0.278616352
Kush;macro;0.956409588;0.347457912;0.509732897
Kush;http://schema.org/date;1;1;1
Kush;http://www.aktors.org/ontology/portal#has-grant-value;0.954545455;1;0.976744186
Kush;http://www.aktors.org/ontology/portal#month-of;1;0.024390244;0.047619048
Kush;http://schema.org/year;0.140954495;1;0.247081712
Kush;http://purl.org/NET/c4dm/timeline.owl#end;1;0.090909091;0.166666667
Kush;http://www.aktors.org/ontology/portal#has-email-address;0.882352941;0.882352941;0.882352941
Kush;http://xmlns.com/foaf/0.1/name;1;0.047619048;0.090909091
Kush;http://edubase.rkbexplorer.com/id/ISPRIMARY;1;0.047619048;0.090909091
Kush;none;1;1;1
Kush;http://xmlns.com/foaf/0.1/page;1;1;1
Kush;http://edubase.rkbexplorer.com/id/TOWN;1;0.047619048;0.090909091
Kush;http://www.aktors.org/ontology/portal#year-of;1;0.024390244;0.047619048
Kush;http://schema.org/cfdaNumber;1;1;1
Kush;http://purl.org/NET/c4dm/timeline.owl#start;1;0.090909091;0.166666667
Kush;http://tdg.org/vocabularies/dblp_src#publishedIn;0.909090909;0.476190476;0.625
Kush;http://schema.org/dunsNumber;1;0.047619048;0.090909091
Kush;http://tdg.org/vocabularies/dblp/src#title;1;0.047619048;0.090909091
Kush;http://purl.org/dc/terms/title;1;1;1
Kush;http://xmlns.com/foaf/0.1/givenName;1;0.047619048;0.090909091
Kush;http://www.aktors.org/ontology/portal#has-ISBN-number;1;0.111111111;0.2
Kush;http://xmlns.com/foaf/0.1/homepage;1;0.952380952;0.975609756
Kush;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
Kush;http://schema.org/awardAgencyCode;1;0.047619048;0.090909091
Kush;http://tdg.org/vocabularies/dblp_src#date;1;0.047619048;0.090909091
Kush;http://www.aktors.org/ontology/portal#has-title;1;0.111111111;0.2
Kush;http://edubase.rkbexplorer.com/id/SCHNAME;1;0.047619048;0.090909091
Kush;http://schema.org/transType;1;0.047619048;0.090909091
Kush;http://www.aktors.org/ontology/support#has-pretty-name;1;0.111111111;0.2
Kush;http://schema.org/phone;1;0.047619048;0.090909091
Kush;http://schema.org/name;1;0.024390244;0.047619048
Kush;http://www.okkam.org/ontology/restaurant2.owl#city;1;0.047619048;0.090909091
Kush;http://www.aktors.org/ontology/portal#full-name;1;0.058823529;0.111111111
Kush;http://www.geonames.org/ontology#name;1;0.047619048;0.090909091
Kush;http://edubase.rkbexplorer.com/id/TELNUM;1;0.047619048;0.090909091
Kush;http://www.aktors.org/ontology/portal#has-grant-reference;1;1;1
Kush;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;1;1
Kush;http://www.aktors.org/ontology/portal#day-of;1;0.024390244;0.047619048
Kush;http://telegraphis.net/ontology/geography/geography#capital;1;0.904761905;0.95
Kush;http://tdg.org/vocabularies/dblp_src#name;1;0.5;0.666666667
Kush;http://schema.org/title;0.719626168;0.523809524;0.606299213
Kush;http://www.okkam.org/ontology/restaurant2.owl#street;1;0.952380952;0.975609756
Kush;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1;1;1
Kush;http://xmlns.com/foaf/0.1/familyName;1;0.047619048;0.090909091
Kush;http://schema.org/city;1;0.047619048;0.090909091
Kush;http://www.okkam.org/ontology/restaurant2.owl#name;1;0.142857143;0.25
Kush;http://www.geonames.org/ontology#CountryCode;1;0.047619048;0.090909091
Kush;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
Kush;http://www.geonames.org/ontology#population;1;0.047619048;0.090909091
Kush;http://schema.org/email;1;1;1
Kush;http://www.aktors.org/ontology/portal#has-telephone-number;1;0.058823529;0.111111111
Kush;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
Kush;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;1;0.047619048;0.090909091
Kush;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;1;0.047619048;0.090909091
Kush;http://www.w3.org/2000/01/rdf-schema#label;1;0.183098592;0.30952381
Kush;micro;0.370226033;0.370226033;0.370226033
Kush;macro;0.97419574;0.376142298;0.542732581
Kush;http://schema.org/date;1;1;1
Kush;http://www.aktors.org/ontology/portal#has-grant-value;1;1;1
Kush;http://www.aktors.org/ontology/portal#month-of;1;0.024390244;0.047619048
Kush;http://schema.org/year;1;0.003460208;0.006896552
Kush;http://purl.org/NET/c4dm/timeline.owl#end;1;0.090909091;0.166666667
Kush;http://www.aktors.org/ontology/portal#has-email-address;0.933333333;0.933333333;0.933333333
Kush;http://xmlns.com/foaf/0.1/name;1;0.047619048;0.090909091
Kush;http://edubase.rkbexplorer.com/id/ISPRIMARY;1;0.047619048;0.090909091
Kush;none;1;1;1
Kush;http://xmlns.com/foaf/0.1/page;1;1;1
Kush;http://edubase.rkbexplorer.com/id/TOWN;1;0.047619048;0.090909091
Kush;http://www.aktors.org/ontology/portal#year-of;1;0.024390244;0.047619048
Kush;http://schema.org/cfdaNumber;1;1;1
Kush;http://purl.org/NET/c4dm/timeline.owl#start;1;0.090909091;0.166666667
Kush;http://tdg.org/vocabularies/dblp_src#publishedIn;1;0.476190476;0.64516129
Kush;http://schema.org/dunsNumber;1;0.047619048;0.090909091
Kush;http://tdg.org/vocabularies/dblp/src#title;1;0.047619048;0.090909091
Kush;http://purl.org/dc/terms/title;0.015397776;1;0.030328559
Kush;http://xmlns.com/foaf/0.1/givenName;1;0.047619048;0.090909091
Kush;http://www.aktors.org/ontology/portal#has-ISBN-number;1;0.111111111;0.2
Kush;http://xmlns.com/foaf/0.1/homepage;0.954545455;1;0.976744186
Kush;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
Kush;http://schema.org/awardAgencyCode;1;0.047619048;0.090909091
Kush;http://tdg.org/vocabularies/dblp_src#date;1;0.047619048;0.090909091
Kush;http://www.aktors.org/ontology/portal#has-title;1;0.111111111;0.2
Kush;http://edubase.rkbexplorer.com/id/SCHNAME;1;0.047619048;0.090909091
Kush;http://schema.org/transType;1;0.047619048;0.090909091
Kush;http://www.aktors.org/ontology/support#has-pretty-name;1;0.111111111;0.2
Kush;http://schema.org/phone;1;0.047619048;0.090909091
Kush;http://schema.org/name;1;0.024390244;0.047619048
Kush;http://www.okkam.org/ontology/restaurant2.owl#city;0.5;0.047619048;0.086956522
Kush;http://www.aktors.org/ontology/portal#full-name;1;0.066666667;0.125
Kush;http://www.geonames.org/ontology#name;1;0.047619048;0.090909091
Kush;http://edubase.rkbexplorer.com/id/TELNUM;1;0.047619048;0.090909091
Kush;http://www.aktors.org/ontology/portal#has-grant-reference;1;1;1
Kush;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;1;1
Kush;http://www.aktors.org/ontology/portal#day-of;1;0.024390244;0.047619048
Kush;http://telegraphis.net/ontology/geography/geography#capital;1;0.952380952;0.975609756
Kush;http://tdg.org/vocabularies/dblp_src#name;1;0.25;0.4
Kush;http://schema.org/title;0.893854749;0.517799353;0.655737705
Kush;http://www.okkam.org/ontology/restaurant2.owl#street;1;0.952380952;0.975609756
Kush;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1;1;1
Kush;http://xmlns.com/foaf/0.1/familyName;1;0.047619048;0.090909091
Kush;http://schema.org/city;1;0.047619048;0.090909091
Kush;http://www.okkam.org/ontology/restaurant2.owl#name;1;0.095238095;0.173913043
Kush;http://www.geonames.org/ontology#CountryCode;1;0.047619048;0.090909091
Kush;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
Kush;http://www.geonames.org/ontology#population;1;0.047619048;0.090909091
Kush;http://schema.org/email;1;1;1
Kush;http://www.aktors.org/ontology/portal#has-telephone-number;1;0.066666667;0.125
Kush;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
Kush;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;1;0.047619048;0.090909091
Kush;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;1;0.047619048;0.090909091
Kush;http://www.w3.org/2000/01/rdf-schema#label;1;0.154929577;0.268292683
Kush;micro;0.283445327;0.283445327;0.283445327
Kush;macro;0.968465395;0.354541682;0.519062001
Neville;http://schema.org/date;1.0;0.9047619047619048;0.9500000000000001
Neville;http://www.aktors.org/ontology/portal#has-grant-value;1.0;1.0;1.0
Neville;http://www.aktors.org/ontology/portal#month-of;1.0;0.14634146341463414;0.2553191489361702
Neville;year;1.0;1.0;1.0
Neville;http://purl.org/NET/c4dm/timeline.owl#end;0.14285714285714285;0.09090909090909091;0.1111111111111111
Neville;http://www.aktors.org/ontology/portal#has-email-address;1.0;0.8125;0.896551724137931
Neville;http://xmlns.com/foaf/0.1/name;0.9230769230769231;0.5714285714285714;0.7058823529411765
Neville;http://edubase.rkbexplorer.com/id/ISPRIMARY;0.875;1.0;0.9333333333333333
Neville;http://www.aktors.org/ontology/portal#has-title;1.0;0.1111111111111111;0.19999999999999998
Neville;http://edubase.rkbexplorer.com/id/SCHNAME;1.0;1.0;1.0
Neville;http://schema.org/transType;1.0;0.9047619047619048;0.9500000000000001
Neville;http://www.aktors.org/ontology/support#has-pretty-name;1.0;0.1111111111111111;0.19999999999999998
Neville;http://schema.org/phone;1.0;0.9047619047619048;0.9500000000000001
Neville;http://xmlns.com/foaf/0.1/page;1.0;1.0;1.0
Neville;http://edubase.rkbexplorer.com/id/TOWN;1.0;1.0;1.0
Neville;http://www.aktors.org/ontology/portal#year-of;1.0;0.8780487804878049;0.9350649350649352
Neville;http://schema.org/cfdaNumber;1.0;0.9047619047619048;0.9500000000000001
Neville;http://purl.org/NET/c4dm/timeline.owl#start;0.3333333333333333;0.45454545454545453;0.3846153846153846
Neville;http://tdg.org/vocabularies/dblp_src#publishedIn;0.3888888888888889;1.0;0.56
Neville;http://schema.org/dunsNumber;1.0;0.9047619047619048;0.9500000000000001
Neville;http://tdg.org/vocabularies/dblp_src#title;0.5757575757575758;0.9047619047619048;0.7037037037037038
Neville;http://purl.org/dc/terms/title;1.0;0.6023391812865497;0.7518248175182481
Neville;http://xmlns.com/foaf/0.1/givenName;1.0;0.2857142857142857;0.4444444444444445
Neville;http://www.aktors.org/ontology/portal#has-ISBN-number;1.0;0.1111111111111111;0.19999999999999998
Neville;http://xmlns.com/foaf/0.1/homepage;1.0;1.0;1.0
Neville;http://www.aktors.org/ontology/support#year-of;1.0;0.1111111111111111;0.19999999999999998
Neville;http://schema.org/awardAgencyCode;1.0;0.9047619047619048;0.9500000000000001
Neville;http://tdg.org/vocabularies/dblp_src#date;0.31343283582089554;1.0;0.4772727272727273
Neville;http://schema.org/name;0.925;0.9024390243902439;0.9135802469135802
Neville;http://www.okkam.org/ontology/restaurant2.owl#city;1.0;0.9047619047619048;0.9500000000000001
Neville;http://www.aktors.org/ontology/portal#full-name;1.0;0.8125;0.896551724137931
Neville;http://www.geonames.org/ontology#name;1.0;1.0;1.0
Neville;http://edubase.rkbexplorer.com/id/TELNUM;1.0;1.0;1.0
Neville;http://www.aktors.org/ontology/portal#has-grant-reference;1.0;0.9047619047619048;0.9500000000000001
Neville;http://www.okkam.org/ontology_restaurant2.owl#phone_number;1.0;0.9523809523809523;0.975609756097561
Neville;http://www.aktors.org/ontology/portal#day-of;0.6071428571428571;0.8292682926829268;0.7010309278350515
Neville;http://telegraphis.net/ontology/geography/geography#capital;1.0;1.0;1.0
Neville;http://tdg.org/vocabularies/dblp_src#name;0.02608695652173913;1.0;0.05084745762711864
Neville;http://schema.org/title;1.0;0.8571428571428571;0.923076923076923
Neville;http://www.okkam.org/ontology/restaurant2.owl#street;1.0;0.9047619047619048;0.9500000000000001
Neville;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1.0;0.5714285714285714;0.7272727272727273
Neville;http://xmlns.com/foaf/0.1/familyName;0.5;0.8571428571428571;0.631578947368421
Neville;http://schema.org/city;1.0;0.8095238095238095;0.8947368421052632
Neville;http://www.okkam.org/ontology/restaurant2.owl#name;1.0;0.8571428571428571;0.923076923076923
Neville;http://schema.org/country-code;1.0;0.9047619047619048;0.9500000000000001
Neville;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1.0;1.0;1.0
Neville;http://www.geonames.org/ontology#population;1.0;1.0;1.0
Neville;http://schema.org/email;1.0;0.9047619047619048;0.9500000000000001
Neville;http://www.aktors.org/ontology/portal#has-telephone-number;1.0;0.8125;0.896551724137931
Neville;http://telegraphis.net/ontology/geography/geography#onContinent;1.0;1.0;1.0
Neville;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;1.0;0.9047619047619048;0.9500000000000001
Neville;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;1.0;0.5714285714285714;0.7272727272727273
Neville;http://www.w3.org/2000/01/rdf-schema#label;1.0;0.8591549295774648;0.9242424242424242
Neville;http://edubase.rkbexplorer.com/id/School;1.0;1.0;1.0
Neville;http://www.geonames.org/ontology#Country;1.0;1.0;1.0
Neville;http://www.okkam.org/ontology_restaurant1.owl#Address;1.0;0.9047619047619048;0.9500000000000001
Neville;http://epo.rkbexplorer.com/ontologies/epo#IPC-Classification;1.0;0.5714285714285714;0.7272727272727273
Neville;http://tdg.org/vocabularies/dblp_src#Author;0.23076923076923078;1.0;0.375
Neville;http://purl.org/NET/c4dm/event.owl#Event;1.0;1.0;1.0
Neville;http://www.okkam.org/ontology/restaurant1.owl#Address;1.0;0.9523809523809523;0.975609756097561
Neville;http://www.aktors.org/ontology/portal#Person;1.0;1.0;1.0
Neville;http://purl.org/prog/Programme;1.0;1.0;1.0
Neville;http://www.aktors.org/ontology/portal#Calendar-Date;1.0;0.9024390243902439;0.9487179487179488
Neville;http://purl.org/prog/Timeslot;1.0;1.0;1.0
Neville;http://purl.org/NET/c4dm/timeline.owl#Interval;1.0;1.0;1.0
Neville;http://www.aktors.org/ontology/portal#project-Reference;1.0;0.9047619047619048;0.9500000000000001
Neville;http://tdg.org/vocabularies/dblp_src#Article;0.38181818181818183;1.0;0.5526315789473685
Neville;http://www.aktors.org/ontology/support#Calendar-Date;1.0;0.1111111111111111;0.19999999999999998
Neville;http://xmlns.com/foaf/0.1/Person;1.0;1.0;1.0
Neville;http://schema.org/Award;1.0;0.9047619047619048;0.9500000000000001
Neville;http://schema.org/University;1.0;0.9047619047619048;0.9500000000000001
Neville;paper;1.0;1.0;1.0
Neville;http://purl.org/prog/Affiliation;1.0;1.0;1.0
Neville;http://www.aktors.org/ontology/portal#Research-In-Academia;1.0;0.8125;0.896551724137931
Neville;http://schema.org/PI;1.0;0.9047619047619048;0.9500000000000001
Neville;http://www.aktors.org/ontology/portal#Time-Interval;0.95;0.9047619047619048;0.9268292682926829
Neville;http://www.aktors.org/ontology/portal#Book-Reference;1.0;0.1111111111111111;0.19999999999999998
Neville;micro;0.8361256544502618;0.8361256544502618;0.8361256544502618
Neville;macro;0.9113397912465815;0.8133736487788329;0.8595744128632165
Neville;http://schema.org/date;1.0;0.9523809523809523;0.975609756097561
Neville;http://www.aktors.org/ontology/portal#has-grant-value;1.0;0.9047619047619048;0.9500000000000001
Neville;http://www.aktors.org/ontology/portal#month-of;1.0;0.5365853658536586;0.6984126984126985
Neville;year;1.0;0.3333333333333333;0.5
Neville;http://purl.org/NET/c4dm/timeline.owl#end;0.25;0.2727272727272727;0.2608695652173913
Neville;http://www.aktors.org/ontology/portal#has-email-address;1.0;0.38461538461538464;0.5555555555555556
Neville;http://xmlns.com/foaf/0.1/name;1.0;0.047619047619047616;0.0909090909090909
Neville;http://edubase.rkbexplorer.com/id/ISPRIMARY;1.0;0.047619047619047616;0.0909090909090909
Neville;http://www.aktors.org/ontology/portal#has-title;1.0;0.1111111111111111;0.19999999999999998
Neville;http://edubase.rkbexplorer.com/id/SCHNAME;1.0;0.047619047619047616;0.0909090909090909
Neville;http://schema.org/transType;1.0;0.9523809523809523;0.975609756097561
Neville;http://www.aktors.org/ontology/support#has-pretty-name;1.0;0.1111111111111111;0.19999999999999998
Neville;http://schema.org/phone;1.0;0.9523809523809523;0.975609756097561
Neville;http://xmlns.com/foaf/0.1/page;1.0;1.0;1.0
Neville;http://edubase.rkbexplorer.com/id/TOWN;1.0;0.047619047619047616;0.0909090909090909
Neville;http://www.aktors.org/ontology/portal#year-of;1.0;0.8780487804878049;0.9350649350649352
Neville;http://schema.org/cfdaNumber;1.0;0.9523809523809523;0.975609756097561
Neville;http://purl.org/NET/c4dm/timeline.owl#start;0.2;0.18181818181818182;0.1904761904761905
Neville;http://tdg.org/vocabularies/dblp_src#publishedIn;0.9545454545454546;1.0;0.9767441860465117
Neville;http://schema.org/dunsNumber;1.0;0.9523809523809523;0.975609756097561
Neville;http://tdg.org/vocabularies/dblp_src#title;0.7241379310344828;1.0;0.8400000000000001
Neville;http://purl.org/dc/terms/title;1.0;1.0;1.0
Neville;http://xmlns.com/foaf/0.1/givenName;1.0;0.047619047619047616;0.0909090909090909
Neville;http://www.aktors.org/ontology/portal#has-ISBN-number;1.0;0.1111111111111111;0.19999999999999998
Neville;http://xmlns.com/foaf/0.1/homepage;1.0;0.047619047619047616;0.0909090909090909
Neville;http://www.aktors.org/ontology/support#year-of;1.0;0.1111111111111111;0.19999999999999998
Neville;http://schema.org/awardAgencyCode;1.0;0.9523809523809523;0.975609756097561
Neville;http://tdg.org/vocabularies/dblp_src#date;0.5526315789473685;1.0;0.711864406779661
Neville;http://schema.org/name;1.0;0.9024390243902439;0.9487179487179488
Neville;http://www.okkam.org/ontology/restaurant2.owl#city;1.0;0.2857142857142857;0.4444444444444445
Neville;http://www.aktors.org/ontology/portal#full-name;1.0;0.23076923076923078;0.375
Neville;http://www.geonames.org/ontology#name;1.0;0.9047619047619048;0.9500000000000001
Neville;http://edubase.rkbexplorer.com/id/TELNUM;1.0;0.9047619047619048;0.9500000000000001
Neville;http://www.aktors.org/ontology/portal#has-grant-reference;1.0;0.9047619047619048;0.9500000000000001
Neville;http://www.okkam.org/ontology_restaurant2.owl#phone_number;1.0;0.3333333333333333;0.5
Neville;http://www.aktors.org/ontology/portal#day-of;0.10353535353535354;1.0;0.18764302059496565
Neville;http://telegraphis.net/ontology/geography/geography#capital;1.0;0.9523809523809523;0.975609756097561
Neville;http://tdg.org/vocabularies/dblp_src#name;0.6;1.0;0.7499999999999999
Neville;http://schema.org/title;1.0;0.8695652173913043;0.9302325581395349
Neville;http://www.okkam.org/ontology/restaurant2.owl#street;1.0;0.42857142857142855;0.6
Neville;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1.0;0.14285714285714285;0.25
Neville;http://xmlns.com/foaf/0.1/familyName;1.0;0.09523809523809523;0.17391304347826084
Neville;http://schema.org/city;1.0;0.8571428571428571;0.923076923076923
Neville;http://www.okkam.org/ontology/restaurant2.owl#name;1.0;0.3333333333333333;0.5
Neville;http://schema.org/country-code;1.0;1.0;1.0
Neville;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1.0;1.0;1.0
Neville;http://www.geonames.org/ontology#population;1.0;0.9047619047619048;0.9500000000000001
Neville;http://schema.org/email;1.0;0.9523809523809523;0.975609756097561
Neville;http://www.aktors.org/ontology/portal#has-telephone-number;1.0;0.38461538461538464;0.5555555555555556
Neville;http://telegraphis.net/ontology/geography/geography#onContinent;1.0;1.0;1.0
Neville;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;1.0;0.14285714285714285;0.25
Neville;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;1.0;0.14285714285714285;0.25
Neville;http://www.w3.org/2000/01/rdf-schema#label;1.0;0.676056338028169;0.8067226890756303
Neville;http://edubase.rkbexplorer.com/id/School;1.0;0.047619047619047616;0.0909090909090909
Neville;http://www.geonames.org/ontology#Country;1.0;0.9523809523809523;0.975609756097561
Neville;http://www.okkam.org/ontology_restaurant1.owl#Address;1.0;0.42857142857142855;0.6
Neville;http://epo.rkbexplorer.com/ontologies/epo#IPC-Classification;1.0;0.14285714285714285;0.25
Neville;http://tdg.org/vocabularies/dblp_src#Author;0.75;1.0;0.8571428571428571
Neville;http://purl.org/NET/c4dm/event.owl#Event;1.0;1.0;1.0
Neville;http://www.okkam.org/ontology/restaurant1.owl#Address;1.0;0.42857142857142855;0.6
Neville;http://www.aktors.org/ontology/portal#Person;1.0;1.0;1.0
Neville;http://purl.org/prog/Programme;1.0;1.0;1.0
Neville;http://www.aktors.org/ontology/portal#Calendar-Date;0.27702702702702703;1.0;0.4338624338624339
Neville;http://purl.org/prog/Timeslot;1.0;1.0;1.0
Neville;http://purl.org/NET/c4dm/timeline.owl#Interval;1.0;1.0;1.0
Neville;http://www.aktors.org/ontology/portal#project-Reference;1.0;0.9047619047619048;0.9500000000000001
Neville;http://tdg.org/vocabularies/dblp_src#Article;0.7241379310344828;1.0;0.8400000000000001
Neville;http://www.aktors.org/ontology/support#Calendar-Date;1.0;0.1111111111111111;0.19999999999999998
Neville;http://xmlns.com/foaf/0.1/Person;1.0;0.047619047619047616;0.0909090909090909
Neville;http://schema.org/Award;1.0;0.9523809523809523;0.975609756097561
Neville;http://schema.org/University;1.0;0.9523809523809523;0.975609756097561
Neville;paper;1.0;0.3333333333333333;0.5
Neville;http://purl.org/prog/Affiliation;1.0;0.9047619047619048;0.9500000000000001
Neville;http://www.aktors.org/ontology/portal#Research-In-Academia;1.0;0.38461538461538464;0.5555555555555556
Neville;http://schema.org/PI;1.0;0.9523809523809523;0.975609756097561
Neville;http://www.aktors.org/ontology/portal#Time-Interval;1.0;1.0;1.0
Neville;http://www.aktors.org/ontology/portal#Book-Reference;1.0;0.1111111111111111;0.19999999999999998
Neville;micro;0.7289915966386554;0.7289915966386554;0.7289915966386554
Neville;macro;0.9368313672223918;0.6225967636806137;0.748053938220798
Neville;http://schema.org/date;1.0;0.09523809523809523;0.17391304347826084
Neville;http://www.aktors.org/ontology/portal#has-grant-value;1.0;0.047619047619047616;0.0909090909090909
Neville;http://www.aktors.org/ontology/portal#month-of;1.0;0.024390243902439025;0.047619047619047616
Neville;year;1.0;1.0;1.0
Neville;http://purl.org/NET/c4dm/timeline.owl#end;0.4444444444444444;0.7272727272727273;0.5517241379310345
Neville;http://www.aktors.org/ontology/portal#has-email-address;1.0;0.07692307692307693;0.14285714285714288
Neville;http://xmlns.com/foaf/0.1/name;1.0;0.047619047619047616;0.0909090909090909
Neville;http://edubase.rkbexplorer.com/id/ISPRIMARY;1.0;0.047619047619047616;0.0909090909090909
